job_title,company_name,company_address,estimated_salary_usd,work_hour,city,state,zipcode,work_type,latitude,longitude
Data Engineer III,Leaf Home,"Hudson, OH 44236", 86.3K - 109K a year,unknown,Hudson,OH,44236,On site,40.7381635,-74.0550731
Data Engineer,Uline,"Pleasant Prairie, WI 53158", 96.6K - 122K a year,full-time,Pleasant Prairie,WI,53158,On site,42.5269718,-87.8544568
Data Engineer,Market Resource Partners,"Remote in Philadelphia, PA 19103", 108K - 136K a year,full-time,Philadelphia,PA,19103,Remote,39.9527237,-75.1635262
Data Engineer,"CGI Group, Inc.","Charlotte, NC 28277 (Whiteoak area)", 109K - 138K a year,full-time,Charlotte,NC,28277,On site,35.2272086,-80.8430827
Cyber Security Data Integration Engineer/Developer (Secret Clearance),ALTA IT Services,"Dulles, VA", 142K - 180K a year,unknown,Dulles,VA,unknown,On site,29.456179,-98.663407
Data Engineer,Vedainfo,"Peoria, IL 61602",Up to 60 an hour,contract,Peoria,IL,61602,On site,40.6938609,-89.5891008
Senior Data Engineer,Takeda Pharmaceutical,"Hybrid remote in Boston, MA 02112","102,200 - 146,000 a year",full-time,Boston,MA,02112,Hybrid remote,42.3554334,-71.060511
Data Engineer,Ryzen Solutions,"Foster City, CA",80 - 92 an hour,contract,Foster City,CA,unknown,On site,37.5600336,-122.2688522
Data Engineer,Omnitech Consulting,"Plano, TX",50 - 60 an hour,contract,Plano,TX,unknown,On site,33.0136764,-96.6925096
Data Engineer,Dart Container,"Hybrid remote in Mason, MI", 95.2K - 121K a year,full-time,Mason,MI,unknown,Hybrid remote,30.705029,-99.2233284
GCP Data Engineer,Reveille Technologies,"Dublin, OH","84,240 - 190,833 a year",contract,Dublin,OH,unknown,On site,53.3493795,-6.2605593
Data Engineer,Wallero,"Seattle, WA 98101 (Downtown area)",70 - 80 an hour,full-time,Seattle,WA,98101,On site,47.6038321,-122.330062
"SENIOR - Data Engineer - ONSITE Bethlehem, PA office OR NYC",chenoa inc,"Bethlehem, PA 18015", 116K - 147K a year,contract,Bethlehem,PA,18015,On site,40.6178915,-75.3786521
Data Engineer IV,Pinnacle Technical Resources,"Fremont, CA 94555 (Northgate area)",65 - 75 an hour,contract,Fremont,CA,94555,On site,37.5482697,-121.988571
"Data Engineer - Hybrid (Nashville, TN)",Vaco,"Nashville, TN","115,000 - 125,000 a year",full-time,Nashville,TN,unknown,On site,36.1622767,-86.7742984
Data Engineer,Dart Container,"Hybrid remote in Mason, MI", 95.2K - 121K a year,full-time,Mason,MI,unknown,Hybrid remote,30.705029,-99.2233284
GCP Data Engineer,Reveille Technologies,"Dublin, OH","84,240 - 190,833 a year",contract,Dublin,OH,unknown,On site,53.3493795,-6.2605593
Data Engineer,Wallero,"Seattle, WA 98101 (Downtown area)",70 - 80 an hour,full-time,Seattle,WA,98101,On site,47.6038321,-122.330062
"SENIOR - Data Engineer - ONSITE Bethlehem, PA office OR NYC",chenoa inc,"Bethlehem, PA 18015", 116K - 147K a year,contract,Bethlehem,PA,18015,On site,40.6178915,-75.3786521
Data Engineer IV,Pinnacle Technical Resources,"Fremont, CA 94555 (Northgate area)",65 - 75 an hour,contract,Fremont,CA,94555,On site,37.5482697,-121.988571
Data Engineer,Trinity Technologies,"West Pittsburg, PA 16160","84,287 - 100,000 a year",part-time,West Pittsburg,PA,16160,On site,40.9328397,-80.3633981
"Data Engineer (Apache (NiFi/Kafka/SQL), Cloud Data Warehousing)",CBTS,"Cincinnati, OH 45227",65 - 75 an hour,contract,Cincinnati,OH,45227,On site,39.1014537,-84.5124602
AWS Data Engineer,Arthur Grand Technologies Inc,"Columbus, OH", 107K - 136K a year,contract,Columbus,OH,unknown,On site,39.9622601,-83.0007065
Azure Data Engineer,Visvak Solutions,Remote,50 an hour,contract,unknown,unknown,unknown,On site,unknown,unknown
Data Engineer - Azure,TAA Solutions LLC,"Hybrid remote in Washington, DC 20003",55.60 - 120.00 an hour,full-time,"Washington, DC",DC,20003,Hybrid remote,38.8950368,-77.0365427
Data Engineer,Mitra Chem,"Mountain View, CA","136,000 - 155,000 a year",full-time,Mountain View,CA,unknown,On site,37.3893889,-122.0832101
Data Engineer,ALM,"Erlanger, KY","100,000 - 120,000 a year",full-time,Erlanger,KY,unknown,On site,39.0167275,-84.6007773
Sports Data Engineer,Btechnical Group,"Frisco, TX","150,000 - 175,000 a year",full-time,Frisco,TX,unknown,On site,33.1505998,-96.8238183
IT Data Integration Engineer/Architect,Arch Staffing & Consulting,"Hybrid remote in Palm Beach Gardens, FL 33418","120,000 - 130,000 a year",full-time,Palm Beach Gardens,FL,33418,Hybrid remote,26.8233946,-80.1386547
Junior Data Engineer,HYR Global Source Inc,"Dallas, TX", 78.1K - 98.9K a year,contract,Dallas,TX,unknown,On site,32.7762719,-96.7968559
Senior Data Engineer - Remote,IPG Corporate,"Remote in Atlanta, GA 30301", 101K - 128K a year,unknown,Atlanta,GA,30301,Remote,33.7489924,-84.3902644
Senior Data Engineer,PEMCO,"Seattle, WA 98109 (Westlake area)","173,909 - 198,742 a year",full-time,Seattle,WA,98109,On site,47.6038321,-122.330062
"Engineer III, Data Engineering",Samsung Electronics,"Mountain View, CA","218,608 - 238,608 a year",unknown,Mountain View,CA,unknown,On site,37.3893889,-122.0832101
Data Engineer III - AWS,"JPMorgan Chase Bank, N.A.","Plano, TX","97,850 - 150,000 a year",full-time,Plano,TX,unknown,On site,33.0136764,-96.6925096
Big Data Engineer,HP,"Spring, TX 77389", 101K - 128K a year,full-time,Spring,TX,77389,On site,30.0798826,-95.4172549
Data Engineer,Regions,"Hoover, AL 35244", 111K - 140K a year,full-time,Hoover,AL,35244,On site,33.3864655,-86.78247922885197
Sr. Data Engineer (Remote),Adventist Health,"Remote in Roseville, CA 95661","94,083 - 141,125 a year",unknown,Roseville,CA,95661,Remote,38.7521235,-121.2880059
Senior Data Engineer,"University of California, Riverside","Riverside, CA 92521 (University area)","93,400 - 177,200 a year",full-time,Riverside,CA,92521,On site,33.9533546,-117.3961623
Senior Big Data Engineer,DIRECTV,"El Segundo, CA 90245","169,520 - 211,255 a year",unknown,El Segundo,CA,90245,On site,33.917028,-118.4156337
"Data Engineer, Sr",Spectrum Health,"Grand Rapids, MI 49503 (Heritage Hill area)", 112K - 141K a year,full-time,Grand Rapids,MI,49503,On site,42.9632425,-85.6678639
Data Engineers,Artha Solution,"Scottsdale, AZ 85260 (North Scottsdale area)", 63.1K - 79.9K a year,unknown,Scottsdale,AZ,85260,On site,33.4942189,-111.9260184
Model-e Data Engineer,Ford Motor Company,"Dearborn, MI", 92.2K - 117K a year,unknown,Dearborn,MI,unknown,On site,42.3222599,-83.1763145
Data Hydration Engineer,Royal Bank of Canada,"Jersey City, NJ 07302 (Downtown area)","130,000 a year",full-time,Jersey City,NJ,07302,On site,40.7215682,-74.047455
Senior Data Engineer,Aveva,"San Leandro, CA","105,500 - 194,500 a year",full-time,San Leandro,CA,unknown,On site,37.7249296,-122.1560768
Data Senior Engineer,City National Bank,"Los Angeles, CA","101,231 - 172,355 a year",unknown,Los Angeles,CA,unknown,On site,34.0536909,-118.242766
Sr Data Engineer,Citizens,"Johnston, RI 02919","101,040 - 151,560 a year",full-time,Johnston,RI,02919,On site,35.5285816,-78.3768021
NGS Data Quality Engineer,National Football League,"Remote in Inglewood, CA", 73.5K - 93K a year,part-time,Inglewood,CA,unknown,Remote,33.9562003,-118.353132
"Data Engineer-Contract-Hybrid Role-Foster City, Ca",Nelson Interactive,"Foster City, CA",75 - 80 an hour,contract,Foster City,CA,unknown,On site,37.5600336,-122.2688522
Data Engineer,Standard Biotools,"South San Francisco, CA","126,277 - 148,200 a year",full-time,South San Francisco,CA,unknown,On site,37.6535403,-122.4168664
Data Engineer,MedWatchers,"San Diego, CA", 93.4K - 118K a year,full-time,San Diego,CA,unknown,On site,32.7174202,-117.1627728
Data Engineer,StoneX Group,"Chicago, IL 60604 (Loop area)", 110K - 139K a year,unknown,Chicago,IL,60604,On site,41.8755616,-87.6244212
Sr. Data Analytics Engineer,Soothe,Remote,"130,000 - 160,000 a year",unknown,unknown,unknown,unknown,On site,unknown,unknown
Data Engineer,Cottingham & Butler,"Dubuque, IA", 84.1K - 107K a year,unknown,Dubuque,IA,unknown,On site,42.5006243,-90.6647985
Data Engineer,SS&C,"Remote in San Francisco, CA","141,000 - 153,000 a year",full-time,San Francisco,CA,unknown,Remote,37.7790262,-122.419906
Data Engineer,Loudoun County Public Schools,"Hybrid remote in Loudoun County, VA","74,325 - 128,195 a year",full-time,Loudoun County,VA,unknown,Hybrid remote,39.0984586,-77.6705008
Data Engineer,Uline,"Pleasant Prairie, WI 53158", 96.6K - 122K a year,full-time,Pleasant Prairie,WI,53158,On site,42.5269718,-87.8544568
Data Engineer,Palni,"McKinney, TX 75070", 90.4K - 114K a year,full-time,McKinney,TX,75070,On site,33.1976496,-96.6154471
Data Engineer,Smart Care Solutions,"Saint Paul, MN 55102 (Downtown area)", 102K - 129K a year,full-time,Saint Paul,MN,55102,On site,44.9497487,-93.0931028
Data Engineer,Stake Center Locating,"Greensboro, NC 27409", 76.4K - 96.7K a year,unknown,Greensboro,NC,27409,On site,36.0726355,-79.7919754
Senior Data Engineer - Data Extraction and Warehousing,Cornerstone Information System,"Bloomington, IN 47404", 108K - 137K a year,unknown,Bloomington,IN,47404,On site,39.1670396,-86.5342881
Data Engineer,Palni,"McKinney, TX 75070", 90.4K - 114K a year,full-time,McKinney,TX,75070,On site,33.1976496,-96.6154471
Senior Data Engineer - Data Extraction and Warehousing,Cornerstone Information System,"Bloomington, IN 47404", 108K - 137K a year,unknown,Bloomington,IN,47404,On site,39.1670396,-86.5342881
Data Engineer,Smart Care Solutions,"Saint Paul, MN 55102 (Downtown area)", 102K - 129K a year,full-time,Saint Paul,MN,55102,On site,44.9497487,-93.0931028
Data Engineer,Stake Center Locating,"Greensboro, NC 27409", 76.4K - 96.7K a year,unknown,Greensboro,NC,27409,On site,36.0726355,-79.7919754
Data Engineer II,Amazon.com Services LLC,"Seattle, WA","From 105,700 a year",full-time,Seattle,WA,unknown,On site,47.6038321,-122.330062
"Data Engineer, Entry Level",Oak Ridge National Laboratory,"Oak Ridge, TN 37830", 69.4K - 87.9K a year,unknown,Oak Ridge,TN,37830,On site,36.0103562,-84.2696449
Data Engineer,Fontainebleau Las Vegas,"Las Vegas, NV 89109 (The Strip area)","72,000 - 102,000 a year",full-time,Las Vegas,NV,89109,On site,36.1672559,-115.148516
Data Engineer,Little Caesars,"Detroit, MI",unknown,unknown,Detroit,MI,unknown,On site,42.3315509,-83.0466403
Data Engineer,"Interface, Inc.","Hybrid remote in Atlanta, GA", 95.8K - 121K a year,full-time,Atlanta,GA,unknown,Hybrid remote,33.7489924,-84.3902644
Sr. Data Engineer,Tek Ninjas,"Cincinnati, OH 45201",63 - 65 an hour,unknown,Cincinnati,OH,45201,On site,39.1014537,-84.5124602
Data Engineer,CONAGRA,"Hybrid remote in Chicago, IL 60654", 87.4K - 111K a year,full-time,Chicago,IL,60654,Hybrid remote,41.8755616,-87.6244212
Data Engineer,UCLA Health,"Los Angeles, CA 90095", 145K - 183K a year,unknown,Los Angeles,CA,90095,On site,34.0536909,-118.242766
AES Data Engineer,Analog Devices,"Boston, MA", 103K - 130K a year,full-time,Boston,MA,unknown,On site,42.3554334,-71.060511
Data Engineer,ArchWell Health,"Remote in Nashville, TN 37205", 109K - 138K a year,full-time,Nashville,TN,37205,Remote,36.1622767,-86.7742984
Senior Data Engineer,Shutterfly,"Tempe, AZ 85283", 118K - 149K a year,full-time,Tempe,AZ,85283,On site,33.4255117,-111.9400164
Data Engineer,Humana,"Remote in Louisville, KY 40202",unknown,full-time,Louisville,KY,40202,Remote,38.2542376,-85.759407
RCIT Data Network Engineer lll,County of Riverside,"Riverside, CA", 83.4K - 106K a year,unknown,Riverside,CA,unknown,On site,33.9533546,-117.3961623
Data and Reporting Engineer,Dividend,Remote in Illinois,"76,000 - 152,400 a year",full-time,unknown,IL,unknown,Remote,unknown,unknown
Senior Data Engineer,Curology,Remote,"150,000 - 190,000 a year",full-time,unknown,unknown,unknown,On site,unknown,unknown
Data Engineer | TS(SCI Eligible),Connect Talent Solutions,"Springfield, VA 22150", 126K - 160K a year,contract,Springfield,VA,22150,On site,39.7990175,-89.6439575
Professional Big Data Software Engineer,AT&T,"New York, NY","140,100 - 210,100 a year",full-time,New York,NY,unknown,On site,40.7127281,-74.0060152
Sr. Data Engineer,Messari,Remote,"158,000 - 186,000 a year",unknown,unknown,unknown,unknown,On site,unknown,unknown
Data Science & Machine Learning Engineer,Resonate,"Hybrid remote in Reston, VA 20190", 110K - 140K a year,full-time,Reston,VA,20190,Hybrid remote,38.953055899999995,-77.35021396591173
Big Data Platform Engineer,Apple,"Cupertino, CA",unknown,full-time,Cupertino,CA,unknown,On site,37.3228934,-122.0322895
Azure Data Engineer - All Levels (REMOTE),GEICO,"Remote in Chevy Chase, MD 20815","72,000 - 236,500 a year",full-time,Chevy Chase,MD,20815,Remote,38.9813699,-77.0849245
Modeling Data Engineer,VA Dept of Transportation,"Richmond, VA","72,738 - 118,200 a year",full-time,Richmond,VA,unknown,On site,37.5385087,-77.43428
Senior Data Engineer (Remote),Home Depot / THD,"Remote in Atlanta, GA 30301","170,000 a year",unknown,Atlanta,GA,30301,Remote,33.7489924,-84.3902644
Data Warehouse Software Engineer,Ford Motor Company,"Dearborn, MI 48126", 96.2K - 122K a year,full-time,Dearborn,MI,48126,On site,42.3222599,-83.1763145
Data Science Engineer,Garner Health,"Remote in New York, NY","110,000 - 145,000 a year",unknown,New York,NY,unknown,Remote,40.7127281,-74.0060152
IT Data Engineer Operations (REMOTE),Fulton Bank,"Lancaster, PA 17601",unknown,full-time,Lancaster,PA,17601,On site,40.03813,-76.3056686
mgr engineer - Data Engineering,Starbucks,"Seattle, WA 98134 (Industrial District area)",unknown,full-time,Seattle,WA,98134,On site,47.6038321,-122.330062
Azure Data Engineer,Epicor,"Remote in San Francisco Bay Area, CA","70,000 - 180,000 a year",unknown,San Francisco Bay Area,CA,unknown,Remote,37.7884969,-122.3558473
Sr Data Engineer,Lowe's,"Charlotte, NC 28203 (Wilmore area)","72,800 - 170,000 a year",full-time,Charlotte,NC,28203,On site,35.2272086,-80.8430827
Senior Data Engineer,SLRI Solutions,"Katy, TX 77450", 117K - 149K a year,full-time,Katy,TX,77450,On site,29.7857853,-95.8243956
BI Data Engineer,Johnson Brothers Liquor Co,Remote, 92.3K - 117K a year,full-time,unknown,unknown,unknown,On site,unknown,unknown
Data Engineer – R01526767,Brillio,"San Ramon, CA 94583", 128K - 162K a year,unknown,San Ramon,CA,94583,On site,41.7253374,1.363189
Data Engineer (remote),Guardian Industries,Remote in Virgin Islands, 101K - 128K a year,unknown,unknown,VI,unknown,Remote,unknown,unknown
Data Infrastructure Engineer,Tasktoday,"Newark, CA", 117K - 148K a year,unknown,Newark,CA,unknown,On site,40.735657,-74.1723667
Data Science Engineer,Cenlar FSB,"O'Fallon, MO 63368", 87.3K - 111K a year,full-time,O'Fallon,MO,63368,On site,38.7902503,-90.7033292
"Sr. Data Engineer, Finance Products",Squarespace,"New York, NY 10014 (West Village area)","118,000 - 231,500 a year",unknown,New York,NY,10014,On site,40.7127281,-74.0060152
Senior Data Engineer,Kandji,"San Francisco, CA", 130K - 165K a year,full-time,San Francisco,CA,unknown,On site,37.7790262,-122.419906
Data Engineer,Veeva Systems,"Remote in Fort Washington, PA", 101K - 127K a year,unknown,Fort Washington,PA,unknown,Remote,38.738019,-77.00207559994112
Jr Data Engineer & Developer - SQL | ETL | PL/SQL - Top Secret or TS/SCI,Deloitte,"Rosslyn, VA 22209 (Radnor-Ft Myer Heights area)", 95.6K - 121K a year,full-time,Rosslyn,VA,22209,On site,53.5957289,-113.505291
"Junior Data Engineer - Boston, MA",Deloitte,"Boston, MA 02116 (Back Bay area)", 71.2K - 90.2K a year,full-time,Boston,MA,02116,On site,42.3554334,-71.060511
Data Engineer - Hadoop / ETL,M&T Bank,"Hybrid remote in Wilmington, DE",unknown,full-time,Wilmington,DE,unknown,Hybrid remote,39.7459468,-75.546589
Sr Data Engineer- Remote,UnitedHealth Group,"Remote in Alton, IL 62002", 124K - 157K a year,full-time,Alton,IL,62002,Remote,38.8908583,-90.1843091
Data Engineer,Capgemini,"New York, NY 10003 (Flatiron area)", 109K - 138K a year,full-time,New York,NY,10003,On site,40.7127281,-74.0060152
Staff Data Engineer,NVIDIA,"Santa Clara, CA","160,000 - 304,750 a year",full-time,Santa Clara,CA,unknown,On site,37.2333253,-121.6846349
"Process Engineer, Autopilot Data Annotation",Tesla,"Palo Alto, CA", 101K - 128K a year,full-time,Palo Alto,CA,unknown,On site,37.4443293,-122.1598465
Senior Data Engineer,Salt River Project,"Hybrid remote in Phoenix, AZ 85004", 99.5K - 126K a year,unknown,Phoenix,AZ,85004,Hybrid remote,33.4484367,-112.074141
Data Engineer (f/m/d),Körber,Remote, 97.5K - 123K a year,unknown,unknown,unknown,unknown,On site,unknown,unknown
Data Engineer (L4) - Games,Netflix,California, 107K - 136K a year,unknown,unknown,unknown,unknown,On site,unknown,unknown
Senior Data Engineer,MGIC,"Hybrid remote in Milwaukee, WI 53202", 106K - 134K a year,full-time,Milwaukee,WI,53202,Hybrid remote,43.0349931,-87.922497
Tableau Administrator/Lead Data Engineer,Consolidated Nuclear Security,"Oak Ridge, TN", 101K - 128K a year,unknown,Oak Ridge,TN,unknown,On site,36.0103562,-84.2696449
Senior Data Engineer,Virginia Tech,"Remote in Blacksburg, VA", 88.1K - 112K a year,day shift,Blacksburg,VA,unknown,Remote,37.2296566,-80.4136767
Data Lake Engineer,CIMCON Digital,"Westford, MA 01886", 112K - 142K a year,unknown,Westford,MA,01886,On site,42.5792583,-71.4378411
Data Engineer/Senior Data Engineer,C3 AI,"Redwood City, CA","85,000 - 161,000 a year",unknown,Redwood City,CA,unknown,On site,37.4863239,-122.232523
Data Engineer,HNI Corporation,"Muscatine, IA 52761", 78K - 98.8K a year,full-time,Muscatine,IA,52761,On site,41.4776121,-91.1210053
Data Engineer (Starlink),SpaceX,"Redmond, WA 98052 (SE Redmond area)","120,000 - 145,000 a year",unknown,Redmond,WA,98052,On site,47.6694141,-122.1238767
Data Engineer,USC,"Hybrid remote in Los Angeles, CA","96,739 - 110,000 a year",unknown,Los Angeles,CA,unknown,Hybrid remote,34.0536909,-118.242766
Senior Data Engineer,Ampion,"Bar Harbor, ME", 107K - 136K a year,unknown,Bar Harbor,ME,unknown,On site,44.3876378,-68.2043361
Senior Data Center Infrastructure Engineer,Pennsylvania Turnpike Commission,"Hybrid remote in King of Prussia, PA 19406","76,336 - 114,504 a year",full-time,King of Prussia,PA,19406,Hybrid remote,40.09476245,-75.3851333563417
Data Engineer,MassMutual,"Boston, MA 02124 (South Dorchester area)", 122K - 155K a year,full-time,Boston,MA,02124,On site,42.3554334,-71.060511
Senior Data Engineer,"RealPage, Inc.","Seattle, WA 98109 (Westlake area)","187,000 - 190,300 a year",full-time,Seattle,WA,98109,On site,47.6038321,-122.330062
Data Engineer,RADcube,"Cincinnati, OH", 96.5K - 122K a year,contract,Cincinnati,OH,unknown,On site,39.1014537,-84.5124602
IT - Python Data Engineer III - IV (Remote),The Cincinnati Insurance Companies,Remote, 95.4K - 121K a year,unknown,unknown,unknown,unknown,On site,unknown,unknown
Data Engineer (Azure),CloudSufi,California, 118K - 149K a year,full-time,unknown,unknown,unknown,On site,unknown,unknown
Azure Data Engineer,DHL eCommerce,Remote,"95,880 - 135,360 a year",unknown,unknown,unknown,unknown,On site,unknown,unknown
"Sr Software Engineer - Data Sciences Platform (Java, Spring, Microservices)",TARGET,"Brooklyn Park, MN 55445 (Oak Grove area)","83,800 - 150,800 a year",full-time,Brooklyn Park,MN,55445,On site,45.1004807,-93.3443585
"Data Engineer, Senior",Toyota,"Plano, TX 75024", 118K - 150K a year,full-time,Plano,TX,75024,On site,33.0136764,-96.6925096
"Data Engineer, Data Engineering",PepsiCo,"Plano, TX 75024","130,562 - 190,000 a year",full-time,Plano,TX,75024,On site,33.0136764,-96.6925096
Junior Data Engineer,Decision Point Healthcare,"Boston, MA 02109 (Downtown area)", 80.5K - 102K a year,full-time,Boston,MA,02109,On site,42.3554334,-71.060511
Infrastructure Engineer/Data Center Engineer,Intone Networks,"Caledonia, MI", 106K - 135K a year,contract,Caledonia,MI,unknown,On site,42.369463,-88.8926041
Data Engineer,MetaPhase Consulting,"Reston, VA 20190", 114K - 145K a year,unknown,Reston,VA,20190,On site,38.953055899999995,-77.35021396591173
Data Engineer,"iHeartMedia, Inc.","New York, NY 10019 (Midtown area)", 83.8K - 106K a year,full-time,New York,NY,10019,On site,40.7127281,-74.0060152
Azure Data Engineer,grow.com,"Remote in Albany, NY","70,000 - 180,000 a year",unknown,Albany,NY,unknown,Remote,41.000028,19.9999619
GCP Data Engineer,Ora Apps,"Hybrid remote in Dallas, TX 75201",100 an hour,full-time,Dallas,TX,75201,Hybrid remote,32.7762719,-96.7968559
Data Engineer,2ULaundry,"Charlotte, NC", 82.7K - 105K a year,full-time,Charlotte,NC,unknown,On site,35.2272086,-80.8430827
Data Analytics Engineer,Microsoft,"Redmond, WA 98052 (Overlake area)","80,900 - 162,200 a year",full-time,Redmond,WA,98052,On site,47.6694141,-122.1238767
Data Engineer,RFA Engineering,"Des Moines, IA","70,000 - 100,000 a year",full-time,Des Moines,IA,unknown,On site,41.5910323,-93.6046655
Data Engineer,Codoxo,"Duluth, GA", 87.5K - 111K a year,full-time,Duluth,GA,unknown,On site,46.7729322,-92.1251218
Data Pipeline Engineer,"iSpecimen, Inc.","Lexington, MA 02420","90,000 - 120,000 a year",full-time,Lexington,MA,02420,On site,38.0464066,-84.4970393
Sr Data Engineer,Citizens,"Johnston, RI 02919","101,040 - 151,560 a year",full-time,Johnston,RI,02919,On site,35.5285816,-78.3768021
Data Engineer,Standard Biotools,"South San Francisco, CA","126,277 - 148,200 a year",full-time,South San Francisco,CA,unknown,On site,37.6535403,-122.4168664
Data Engineer,MedWatchers,"San Diego, CA", 93.4K - 118K a year,full-time,San Diego,CA,unknown,On site,32.7174202,-117.1627728
Data Engineer,FiberSense,"Hybrid remote in Oakland, CA","141,000 - 155,000 a year",unknown,Oakland,CA,unknown,Hybrid remote,37.8044557,-122.271356
Data Engineer,"Gandara Mental Health Center, Inc.","Springfield, MA 01105 (Maple High-Six Corners area)", 75.2K - 95.2K a year,full-time,Springfield,MA,01105,On site,39.7990175,-89.6439575
Intermediate Data Engineer,Geneva College,"Beaver Falls, PA 15010", 67.2K - 85.1K a year,full-time,Beaver Falls,PA,15010,On site,40.7520097,-80.3192295
Sr. Category Analyst - Data Engineer,Ghirardelli Chocolate Company,"Rogers, AR 72758", 102K - 130K a year,unknown,Rogers,AR,72758,On site,36.3781607,-95.6190889
Data Engineer,StoneX Group,"Chicago, IL 60604 (Loop area)", 110K - 139K a year,unknown,Chicago,IL,60604,On site,41.8755616,-87.6244212
Data Engineer,Johnson & Johnson,"Danvers, MA", 85.8K - 109K a year,unknown,Danvers,MA,unknown,On site,42.566751,-70.9368313
Data Center Network Engineer,Azzurra Solutions LLC,"Hillsboro, OH 45133",From 45 an hour,contract,Hillsboro,OH,45133,On site,45.5228939,-122.989827
Data Engineer (Python),ZIRLEN TECHNOLOGIES INCORPORATED,"Philadelphia, PA 19019 (Somerton area)", 114K - 144K a year,full-time,Philadelphia,PA,19019,On site,39.9527237,-75.1635262
Data Engineer,Brigham Young University,"Provo, UT 84602 (University area)","92,500 - 120,500 a year",full-time,Provo,UT,84602,On site,40.2337289,-111.6587085
Microsoft SQL Data Engineer,CrossAmerica Partners,"Allentown, PA 18101 (Downtown area)", 85K - 108K a year,full-time,Allentown,PA,18101,On site,40.6022059,-75.4712794
"Full Stack Engineer, Autopilot Data Annotation",Tesla,"Palo Alto, CA", 123K - 155K a year,full-time,Palo Alto,CA,unknown,On site,37.4443293,-122.1598465
Data Science - Software Engineer,Plaxonic Technologies,"Austin, TX",50 - 60 an hour,contract,Austin,TX,unknown,On site,30.2711286,-97.7436995
Data Engineer,Fracsys Inc,"Washington, DC","From 96,337 a year",full-time,"Washington, DC",DC,unknown,On site,38.8950368,-77.0365427
Data Engineer III,Staples,"Lincolnshire, IL 60069", 105K - 132K a year,full-time,Lincolnshire,IL,60069,On site,53.1823034,-0.2031208542548153
Data Engineer Contract (Part Time),INEXL Consulting,Remote,From 45 an hour,part-time,unknown,unknown,unknown,On site,unknown,unknown
Senior Data Engineer,nZero,"Seattle, WA", 127K - 161K a year,unknown,Seattle,WA,unknown,On site,47.6038321,-122.330062
Data Engineer- Hadoop,Data Inc,"Hybrid remote in Charlotte, NC 28203",63 - 66 an hour,contract,Charlotte,NC,28203,Hybrid remote,35.2272086,-80.8430827
Data Engineer,Databricks,"San Francisco, CA 94105 (Financial District/South Beach area)", 125K - 159K a year,unknown,San Francisco,CA,94105,On site,37.7790262,-122.419906
Data Engineer III – Hybrid,Zillion Technologies,"St. Louis, MO 63103",70 - 75 an hour,full-time,St. Louis,MO,63103,On site,38.6280278,-90.1910154
SQL Server Data Engineer,Anblicks,"Dallas, TX 75254 (Far North area)", 83.1K - 105K a year,contract,Dallas,TX,75254,On site,32.7762719,-96.7968559
Data Engineer,Stytch,"New York, NY","150,000 - 300,000 a year",full-time,New York,NY,unknown,On site,40.7127281,-74.0060152
Data Engineer,"Buyers Edge Platform, LLC","Remote in Lake Worth, FL", 88.5K - 112K a year,unknown,Lake Worth,FL,unknown,Remote,32.8048507,-97.44502
Data Engineer,Triwave Solutions,"Westlake, OH",60 an hour,unknown,Westlake,OH,unknown,On site,32.991226,-97.1943701
Data Center Network Engineer,Encore Technologies,"Hybrid remote in Cincinnati, OH 45206",50 - 65 an hour,full-time,Cincinnati,OH,45206,Hybrid remote,39.1014537,-84.5124602
Mid-Level Data Engineer (AWS),Blueprint Technologies,Remote,"79,000 - 130,000 a year",unknown,unknown,unknown,unknown,On site,unknown,unknown
Data Engineer,PMI,"Seattle, WA 98121 (Belltown area)","95,000 - 130,000 a year",full-time,Seattle,WA,98121,On site,47.6038321,-122.330062
"Engineer, Data",Ayar Labs,"San Jose, CA","115,000 - 142,000 a year",unknown,San Jose,CA,unknown,On site,37.3361663,-121.890591
Senior Data Engineer,Otomashen Inc,"Atlanta, GA 30303 (Downtown area)",70 - 71 an hour,contract,Atlanta,GA,30303,On site,33.7489924,-84.3902644
Data Engineer/Data Warehouse Engineer,ProIT Inc.,"Hybrid remote in Cupertino, CA 95014","110,409 - 130,418 a year",full-time,Cupertino,CA,95014,Hybrid remote,37.3228934,-122.0322895
Senior Data Engineer,Global Tunnels,"Hybrid remote in Washington, DC 20032","From 100,000 a year",full-time,"Washington, DC",DC,20032,Hybrid remote,38.8950368,-77.0365427
Data Engineer,Atomic,Remote,"125,000 - 150,000 a year",full-time,unknown,unknown,unknown,On site,unknown,unknown
Data Engineer,ComResource,"Columbus, OH 43215 (Grandview South area)", 109K - 138K a year,unknown,Columbus,OH,43215,On site,39.9622601,-83.0007065
Data Engineer: III (Senior) - Hybrid,Biogensys,"Dallas, TX",50 - 65 an hour,full-time,Dallas,TX,unknown,On site,32.7762719,-96.7968559
Sr Data Engineer/data architect,Devcare Solutions,"Columbus, OH",70 - 90 an hour,contract,Columbus,OH,unknown,On site,39.9622601,-83.0007065
Big Data Engineer,Alt Shift USA,"Dallas, TX", 115K - 146K a year,contract,Dallas,TX,unknown,On site,32.7762719,-96.7968559
Data Engineer,Sky Consulting Inc,"Chicago, IL", 121K - 154K a year,unknown,Chicago,IL,unknown,On site,41.8755616,-87.6244212
